pvog	annotation_processed	annotation_raw
VOG2026	unknown	hypothetical protein
VOG2027	unknown	hypothetical protein
VOG2029	unknown	hypothetical protein
VOG2030	unknown	hypothetical protein
VOG2032	unknown	hypothetical protein
VOG2033	unknown	hypothetical protein
VOG2036	unknown	hypothetical protein
VOG2037	unknown	hypothetical protein
VOG2038	unknown	hypothetical protein
VOG2039	unknown	hypothetical protein
VOG2040	unknown	hypothetical protein
VOG2041	unknown	hypothetical protein
VOG2042	unknown	hypothetical protein
VOG2043	unknown	hypothetical protein
VOG2044	gp3	gp3
VOG2045	unknown	hypothetical protein
VOG2049	unknown	hypothetical protein
VOG2051	unknown	hypothetical protein
VOG2052	unknown	hypothetical protein
VOG2053	unknown	hypothetical protein
VOG2054	phosphoribosyl transferase	phosphoribosyl transferase
VOG2056	unknown	hypothetical protein
VOG2057	unknown	hypothetical protein
VOG2059	unknown	hypothetical protein
VOG2063	unknown	hypothetical protein
VOG2067	unknown	hypothetical protein
VOG2069	unknown	hypothetical protein
VOG2070	unknown	hypothetical protein
VOG2072	unknown	hypothetical protein
VOG2073	unknown	hypothetical protein
VOG2075	terminase small subunit	terminase small subunit
VOG2078	unknown	hypothetical protein
VOG2079	unknown	hypothetical protein
VOG2080	Cor	Cor protein
VOG2083	unknown	hypothetical protein
VOG2085	unknown	hypothetical protein
VOG2086	unknown	hypothetical protein
VOG2088	unknown	hypothetical protein
VOG2089	unknown	hypothetical protein
VOG2090	serine/threonine kinase	serine/threonine kinase
VOG2091	unknown	hypothetical protein
VOG2092	unknown	hypothetical protein
VOG2094	unknown	hypothetical protein
VOG2095	unknown	hypothetical protein
VOG2096	unknown	hypothetical protein
VOG2097	unknown	hypothetical protein
VOG2098	DNA packaging	DNA packaging protein
VOG2100	unknown	hypothetical protein
VOG2101	unknown	hypothetical protein
VOG2102	unknown	hypothetical protein
VOG2103	unknown	hypothetical protein
VOG2104	unknown	hypothetical protein
VOG2105	unknown	hypothetical protein
VOG2106	unknown	hypothetical protein
VOG2107	unknown	hypothetical protein
VOG2111	unknown	hypothetical protein
VOG2113	unknown	hypothetical protein
VOG2114	unknown	hypothetical protein
VOG2115	unknown	hypothetical protein
VOG2116	unknown	hypothetical protein
VOG2117	unknown	hypothetical protein
VOG2118	unknown	unknown
VOG2119	unknown	hypothetical protein
VOG2120	major tail	putative major tail protein
VOG2121	unknown	hypothetical protein
VOG2123	adenine methylase	putative adenine methylase
VOG2124	Ren	Ren protein
VOG2125	unknown	hypothetical protein
VOG2127	unknown	hypothetical protein
VOG2128	unknown	hypothetical protein
VOG2129	unknown	hypothetical protein
VOG2130	unknown	hypothetical protein
VOG2131	unknown	hypothetical protein
VOG2137	unknown	major tropism determinant
VOG2138	unknown	hypothetical protein
VOG2142	transposase A	transposase A
VOG2147	unknown	hypothetical protein
VOG2149	unknown	hypothetical protein
VOG2152	unknown	hypothetical protein
VOG2153	unknown	hypothetical protein
VOG2154	unknown	hypothetical protein
VOG2163	protease (I) and scaffold (Z)	hypothetical protein
VOG2164	unknown	hypothetical protein
VOG2165	unknown	hypothetical protein
VOG2166	unknown	hypothetical protein
VOG2167	unknown	hypothetical protein
VOG2168	unknown	hypothetical protein
VOG2170	unknown	hypothetical protein
VOG2171	unknown	hypothetical protein
VOG2172	unknown	hypothetical protein
VOG2173	unknown	hypothetical protein
VOG2174	unknown	hypothetical protein
VOG2177	unknown	hypothetical protein
VOG2178	unknown	hypothetical protein
VOG2180	unknown	hypothetical protein
VOG2183	unknown	hypothetical protein
VOG2184	unknown	hypothetical protein
VOG2185	unknown	hypothetical protein
VOG2186	unknown	hypothetical protein
VOG2187	unknown	hypothetical protein
VOG2188	unknown	hypothetical protein
VOG2190	unknown	hypothetical protein
VOG2191	unknown	hypothetical protein
VOG2192	unknown	hypothetical protein
VOG2194	unknown	hypothetical protein
VOG2195	unknown	hypothetical protein
VOG2196	unknown	hypothetical protein
VOG2198	unknown	hypothetical protein
VOG2199	unknown	hypothetical protein
VOG2200	acridine resistance	acridine resistance protein
VOG2201	unknown	hypothetical protein
VOG2202	unknown	hypothetical protein
VOG2204	unknown	hypothetical protein
VOG2205	unknown	hypothetical protein
VOG2206	unknown	hypothetical protein
VOG2207	unknown	hypothetical protein
VOG2210	tail tube	putative tail tube protein
VOG2211	tail sheath	putative tail sheath protein
VOG2212	unknown	hypothetical protein
VOG2213	unknown	hypothetical protein
VOG2215	CI repressor	CI
VOG2216	unknown	hypothetical protein
VOG2217	holin	holin
VOG2218	Apl	Apl
VOG2219	unknown	hypothetical protein
VOG2220	unknown	hypothetical protein
VOG2221	unknown	hypothetical protein
VOG2222	unknown	hypothetical protein
VOG2225	unknown	hypothetical protein
VOG2228	unknown	hypothetical protein
VOG2232	minor capsid	minor capsid protein
VOG2233	replication  VP4	replication protein VP4
VOG2234	major capsid  VP1	major capsid protein VP1
VOG2235	internal scaffolding  VP3	internal scaffolding protein VP3
VOG2238	unknown	hypothetical protein
VOG2240	unknown	hypothetical protein
VOG2246	unknown	hypothetical protein
VOG2260	unknown	hypothetical protein
VOG2273	unknown	hypothetical protein
VOG2278	unknown	hypothetical protein
VOG2290	unknown	hypothetical protein
VOG2306	unknown	hypothetical protein
VOG2308	unknown	hypothetical protein
VOG2309	unknown	hypothetical protein
VOG2310	kinase	protein kinase
VOG2311	unknown	hypothetical protein
VOG2312	host dGTPase inhibitor	host dGTPase inhibitor
VOG2313	unknown	hypothetical protein
VOG2314	unknown	hypothetical protein
VOG2315	host RNA polymerase inhibitor	host RNA polymerase inhibitor
VOG2317	unknown	hypothetical protein
VOG2318	unknown	hypothetical protein
VOG2320	unknown	hypothetical protein
VOG2322	unknown	hypothetical protein
VOG2323	unknown	hypothetical protein
VOG2325	unknown	hypothetical protein
VOG2326	unknown	hypothetical protein
VOG2332	gp155	gp155
VOG2335	unknown	hypothetical protein
VOG2336	unknown	hypothetical protein
VOG2337	unknown	hypothetical protein
VOG2338	unknown	unknown
VOG2339	unknown	hypothetical protein
VOG2341	unknown	hypothetical protein
VOG2344	unknown	hypothetical protein
VOG2346	unknown	hypothetical protein
VOG2349	unknown	hypothetical protein
VOG2350	unknown	hypothetical protein
VOG2352	guanylate kinase	guanylate kinase
VOG2353	unknown	hypothetical protein
VOG2355	unknown	hypothetical protein
VOG2357	unknown	hypothetical protein
VOG2361	unknown	hypothetical protein
VOG2363	unknown	hypothetical protein
VOG2364	unknown	hypothetical protein
VOG2366	unknown	hypothetical protein
VOG2368	ribonucleoside triphosphate reductase, alpha chain	ribonucleoside triphosphate reductase, alpha chain
VOG2370	unknown	hypothetical protein
VOG2371	unknown	hypothetical protein
VOG2373	unknown	hypothetical protein
VOG2375	unknown	hypothetical protein
VOG2377	unknown	hypothetical protein
VOG2378	unknown	hypothetical protein
VOG2379	virion RNA polymerase	virion RNA polymerase
VOG2380	unknown	hypothetical protein
VOG2381	unknown	hypothetical protein
VOG2382	unknown	hypothetical protein
VOG2383	unknown	hypothetical protein
VOG2384	major coat	major coat protein
VOG2385	unknown	hypothetical protein
VOG2386	portal	portal protein
VOG2388	unknown	hypothetical protein
VOG2389	unknown	hypothetical protein
VOG2390	unknown	hypothetical protein
VOG2395	unknown	hypothetical protein
VOG2397	single stranded DNA-binding	single stranded DNA-binding protein
VOG2401	unknown	hypothetical protein
VOG2403	phage lambda Rz1-like	phage lambda Rz1-like protein
VOG2404	unknown	hypothetical protein
VOG2405	unknown	hypothetical protein
VOG2406	unknown	hypothetical protein
VOG2409	unknown	hypothetical protein
VOG2412	unknown	hypothetical protein
VOG2413	unknown	hypothetical protein
VOG2414	unknown	hypothetical protein
VOG2415	unknown	hypothetical protein
VOG2416	unknown	hypothetical protein
VOG2417	unknown	hypothetical protein
VOG2418	unknown	hypothetical protein
VOG2419	unknown	hypothetical protein
VOG2420	unknown	hypothetical protein
VOG2421	unknown	hypothetical protein
VOG2422	valyl-tRNA synthetase modifier	valyl-tRNA synthetase modifier
VOG2423	unknown	hypothetical protein
VOG2424	unknown	hypothetical protein
VOG2428	unknown	hypothetical protein
VOG2432	unknown	hypothetical protein
VOG2434	unknown	hypothetical protein
VOG2436	unknown	hypothetical protein
VOG2438	unknown	hypothetical protein
VOG2439	unknown	hypothetical protein
VOG2440	unknown	hypothetical protein
VOG2441	unknown	hypothetical protein
VOG2443	unknown	hypothetical protein
VOG2444	transcription modulator	transcription modulator
VOG2447	unknown	hypothetical protein
VOG2448	unknown	hypothetical protein
VOG2450	distal long tail fiber assembly catalyst	distal long tail fiber assembly catalyst
VOG2451	unknown	hypothetical protein
VOG2452	unknown	hypothetical protein
VOG2453	unknown	hypothetical protein
VOG2454	unknown	hypothetical protein
VOG2456	unknown	hypothetical protein
VOG2457	internal head	internal head protein
VOG2463	unknown	hypothetical protein
VOG2464	unknown	hypothetical protein
VOG2466	unknown	hypothetical protein
VOG2467	unknown	hypothetical protein
VOG2468	unknown	hypothetical protein
VOG2469	unknown	hypothetical protein
VOG2471	unknown	hypothetical protein
VOG2473	unknown	hypothetical protein
VOG2474	unknown	hypothetical protein
VOG2478	unknown	hypothetical protein
VOG2481	unknown	hypothetical protein
VOG2482	unknown	hypothetical protein
VOG2483	unknown	hypothetical protein
VOG2484	unknown	hypothetical protein
VOG2485	unknown	hypothetical protein
VOG2486	unknown	hypothetical protein
VOG2487	unknown	hypothetical protein
VOG2489	unknown	hypothetical protein
VOG2490	unknown	hypothetical protein
VOG2491	unknown	hypothetical protein
VOG2492	unknown	hypothetical protein
VOG2493	gp42	gp42
VOG2494	unknown	hypothetical protein
VOG2495	unknown	hypothetical protein
VOG2496	histidine triad domain	histidine triad domain protein
VOG2497	gp3	gp3
VOG2499	unknown	hypothetical protein
VOG2500	unknown	hypothetical protein
VOG2501	unknown	hypothetical protein
VOG2502	unknown	hypothetical protein
VOG2503	unknown	hypothetical protein
VOG2505	unknown	hypothetical protein
VOG2506	unknown	hypothetical protein
VOG2507	unknown	hypothetical protein
VOG2508	unknown	hypothetical protein
VOG2512	unknown	hypothetical protein
VOG2513	tail assembly chaperone	tail assembly chaperone
VOG2515	unknown	hypothetical protein
VOG2518	minor tail	minor tail protein
VOG2519	unknown	hypothetical protein
VOG2520	unknown	hypothetical protein
VOG2522	unknown	hypothetical protein
VOG2523	unknown	hypothetical protein
VOG2526	holin	holin
VOG2527	unknown	hypothetical protein
VOG2528	unknown	hypothetical protein
VOG2529	unknown	hypothetical protein
VOG2531	unknown	hypothetical protein
VOG2533	unknown	hypothetical protein
VOG2534	unknown	hypothetical protein
VOG2537	unknown	hypothetical protein
VOG2538	unknown	hypothetical protein
VOG2539	unknown	hypothetical protein
VOG2540	unknown	hypothetical protein
VOG2543	unknown	hypothetical protein
VOG2544	unknown	hypothetical protein
VOG2545	unknown	hypothetical protein
VOG2547	unknown	hypothetical protein
VOG2548	unknown	hypothetical protein
VOG2549	unknown	hypothetical protein
VOG2550	unknown	hypothetical protein
VOG2552	unknown	hypothetical protein
VOG2553	unknown	hypothetical protein
VOG2554	unknown	hypothetical protein
VOG2555	unknown	hypothetical protein
VOG2557	antirestriction	antirestriction protein
VOG2558	unknown	hypothetical protein
VOG2559	gp1	gp1
VOG2560	unknown	hypothetical protein
VOG2561	unknown	hypothetical protein
VOG2565	unknown	hypothetical protein
VOG2566	unknown	hypothetical protein
VOG2567	tail assembly chaperone	tail assembly chaperone
VOG2568	unknown	hypothetical protein
VOG2570	gp28	gp28
VOG2571	unknown	hypothetical protein
VOG2573	unknown	hypothetical protein
VOG2574	unknown	hypothetical protein
VOG2575	metallophosphoesterase	metallophosphoesterase
VOG2576	unknown	hypothetical protein
VOG2577	unknown	hypothetical protein
VOG2578	unknown	hypothetical protein
VOG2579	unknown	hypothetical protein
VOG2580	unknown	hypothetical protein
VOG2581	unknown	hypothetical protein
VOG2582	unknown	hypothetical protein
VOG2585	unknown	hypothetical protein
VOG2586	unknown	hypothetical protein
VOG2587	unknown	hypothetical protein
VOG2588	unknown	hypothetical protein
VOG2589	unknown	hypothetical protein
VOG2590	unknown	hypothetical protein
VOG2591	unknown	hypothetical protein
VOG2592	unknown	hypothetical protein
VOG2593	unknown	hypothetical protein
VOG2594	unknown	hypothetical protein
VOG2595	unknown	hypothetical protein
VOG2596	unknown	hypothetical protein
VOG2597	unknown	hypothetical protein
VOG2598	unknown	hypothetical protein
VOG2600	unknown	hypothetical protein
VOG2601	unknown	hypothetical protein
VOG2602	unknown	hypothetical protein
VOG2605	unknown	hypothetical protein
VOG2606	unknown	hypothetical protein
VOG2607	unknown	hypothetical protein
VOG2608	unknown	hypothetical protein
VOG2610	unknown	hypothetical protein
VOG2612	gp2	gp2
VOG2613	gp9	gp9
VOG2616	unknown	hypothetical protein
VOG2617	gp16	gp16
VOG2618	unknown	hypothetical protein
VOG2620	unknown	hypothetical protein
VOG2621	gp24	gp24
VOG2622	tail assembly chaperone	tail assembly chaperone
VOG2624	gp28	gp28
VOG2626	gp33	gp33
VOG2627	gp34	gp34
VOG2628	unknown	hypothetical protein
VOG2629	unknown	hypothetical protein
VOG2631	unknown	hypothetical protein
VOG2632	unknown	hypothetical protein
VOG2633	unknown	hypothetical protein
VOG2634	gp1	gp1
VOG2635	unknown	hypothetical protein
VOG2636	gp60	gp60
VOG2637	gp2	gp2
VOG2638	gp12	gp12
VOG2639	unknown	hypothetical protein
VOG2641	unknown	hypothetical protein
VOG2642	unknown	hypothetical protein
VOG2643	unknown	hypothetical protein
VOG2644	holin	holin
VOG2645	unknown	hypothetical protein
VOG2646	unknown	hypothetical protein
VOG2647	unknown	hypothetical protein
VOG2648	HTH DNA binding	HTH DNA binding protein
VOG2649	GIY-YIG endonuclease	hypothetical protein
VOG2651	unknown	hypothetical protein
VOG2652	unknown	hypothetical protein
VOG2653	unknown	hypothetical protein
VOG2654	HTH DNA binding	HTH DNA binding protein
VOG2655	unknown	hypothetical protein
VOG2656	unknown	hypothetical protein
VOG2657	unknown	hypothetical protein
VOG2659	unknown	hypothetical protein
VOG2660	unknown	hypothetical protein
VOG2661	unknown	hypothetical protein
VOG2663	unknown	hypothetical protein
VOG2664	unknown	hypothetical protein
VOG2665	unknown	hypothetical protein
VOG2666	gp84	gp84
VOG2667	gp98	gp98
VOG2668	unknown	hypothetical protein
VOG2669	unknown	hypothetical protein
VOG2670	unknown	hypothetical protein
VOG2671	unknown	hypothetical protein
VOG2672	unknown	hypothetical protein
VOG2673	unknown	hypothetical protein
VOG2674	unknown	hypothetical protein
VOG2675	unknown	hypothetical protein
VOG2676	unknown	hypothetical protein
VOG2678	unknown	unknown
VOG2680	unknown	hypothetical protein
VOG2681	unknown	hypothetical protein
VOG2682	unknown	hypothetical protein
VOG2683	unknown	hypothetical protein
VOG2684	unknown	hypothetical protein
VOG2685	unknown	hypothetical protein
VOG2686	unknown	hypothetical protein
VOG2687	unknown	hypothetical protein
VOG2688	unknown	hypothetical protein
VOG2689	unknown	hypothetical protein
VOG2690	unknown	hypothetical protein
VOG2691	unknown	hypothetical protein
VOG2692	unknown	hypothetical protein
VOG2694	unknown	hypothetical protein
VOG2695	unknown	hypothetical protein
VOG2696	unknown	hypothetical protein
VOG2697	unknown	hypothetical protein
VOG2698	unknown	hypothetical protein
VOG2699	unknown	hypothetical protein
VOG2700	unknown	hypothetical protein
VOG2701	unknown	hypothetical protein
VOG2702	unknown	hypothetical protein
VOG2703	unknown	hypothetical protein
VOG2704	unknown	hypothetical protein
VOG2706	unknown	hypothetical protein
VOG2707	unknown	hypothetical protein
VOG2725	unknown	hypothetical protein
VOG2731	unknown	hypothetical protein
VOG2735	unknown	hypothetical protein
VOG2742	unknown	hypothetical protein
VOG2743	unknown	hypothetical protein
VOG2749	unknown	hypothetical protein
VOG2752	unknown	hypothetical protein
VOG2755	unknown	hypothetical protein
VOG2761	unknown	hypothetical protein
VOG2763	unknown	hypothetical protein
